combination_id,product_name,Size,Material,Printed Side,Quantity,Printing Time,price,total_price,unit_price,qty_pieces,turnaround_days,Size_id,Material_id,Printed Side_id,Quantity_id,Printing Time_id,timestamp,notes
219,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,150,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1945,1909,2025-09-01T17:47:07.941009,Extracted using real API endpoints
220,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,150,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1945,1792,2025-09-01T17:47:08.271683,Extracted using real API endpoints
221,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,200,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1946,1909,2025-09-01T17:47:08.601212,Extracted using real API endpoints
222,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,200,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1946,1792,2025-09-01T17:47:08.939072,Extracted using real API endpoints
223,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,250,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1776,1909,2025-09-01T17:47:09.264102,Extracted using real API endpoints
224,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,250,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1776,1792,2025-09-01T17:47:09.600215,Extracted using real API endpoints
225,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,500,6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1777,1909,2025-09-01T17:47:09.935851,Extracted using real API endpoints
226,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,500,4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1777,1792,2025-09-01T17:47:10.278407,Extracted using real API endpoints
227,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1778,1909,2025-09-01T17:47:10.605215,Extracted using real API endpoints
228,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1778,1792,2025-09-01T17:47:10.989223,Extracted using real API endpoints
229,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,500",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1779,1909,2025-09-01T17:47:11.315015,Extracted using real API endpoints
230,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"1,500",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1779,1792,2025-09-01T17:47:11.647938,Extracted using real API endpoints
231,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1780,1909,2025-09-01T17:47:11.978239,Extracted using real API endpoints
232,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1780,1792,2025-09-01T17:47:12.314285,Extracted using real API endpoints
233,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,500",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1781,1909,2025-09-01T17:47:12.642118,Extracted using real API endpoints
234,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"2,500",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1781,1792,2025-09-01T17:47:12.968235,Extracted using real API endpoints
235,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"3,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1782,1909,2025-09-01T17:47:13.296458,Extracted using real API endpoints
236,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"3,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1782,1792,2025-09-01T17:47:13.624750,Extracted using real API endpoints
237,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"4,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1784,1909,2025-09-01T17:47:14.246355,Extracted using real API endpoints
238,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"4,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1784,1792,2025-09-01T17:47:14.572823,Extracted using real API endpoints
239,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"5,000",6 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1786,1909,2025-09-01T17:47:14.913329,Extracted using real API endpoints
240,Business Card Magnets,Custom,17 pt. Magnet High Gloss (UV),Front Only,"5,000",4 Business Days,$20.00,$20.00,0.00000,0,0,custom,2488,1769,1786,1792,2025-09-01T17:47:15.250994,Extracted using real API endpoints
